ISO3,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
RUS,0.736842105,0.710526316,0.631578947,0.763157895,0.657894737,0.868421053,0.631578947,0.736842105,0.736842105,0.763157895,0.894736842,0.789473684,0.789473684,0.842105263,0.684210526,0.315789474
RWA,0.5,0.657894737,0.578947368,0.710526316,0.631578947,0.894736842,0.631578947,0.736842105,0.736842105,0.789473684,0.894736842,0.763157895,0.763157895,0.842105263,0.710526316,0.5
KNA,0.473684211,0.447368421,0.447368421,0.5,0.421052632,0.578947368,0.394736842,0.552631579,0.5,0.552631579,0.578947368,0.5,0.5,0.578947368,0.473684211,0.289473684
LCA,0.447368421,0.473684211,0.394736842,0.5,0.394736842,0.605263158,0.394736842,0.552631579,0.526315789,0.578947368,0.578947368,0.5,0.5,0.710526316,0.684210526,0.473684211
VCT,0.368421053,0.421052632,0.368421053,0.5,0.394736842,0.526315789,0.394736842,0.5,0.5,0.473684211,0.5,0.473684211,0.473684211,0.657894737,0.631578947,0.447368421
WSM,0.578947368,0.631578947,0.578947368,0.736842105,0.631578947,0.815789474,0.5,0.526315789,0.526315789,0.526315789,0.605263158,0.526315789,0.526315789,0.736842105,0.684210526,0.5
SMR,0.210526316,0.236842105,0.210526316,0.236842105,0.210526316,0.289473684,0.210526316,0.236842105,0.289473684,0.315789474,0.315789474,0.342105263,0.315789474,0.342105263,0.315789474,0.157894737
STP,0.421052632,0.394736842,0.342105263,0.447368421,0.342105263,0.552631579,0.342105263,0.447368421,0.447368421,0.447368421,0.526315789,0.473684211,0.447368421,0.684210526,0.631578947,0.236842105
SAU,0.657894737,0.763157895,0.631578947,0.710526316,0.578947368,0.763157895,0.578947368,0.684210526,0.710526316,0.710526316,0.815789474,0.710526316,0.710526316,0.736842105,0.684210526,0.473684211
SEN,0.631578947,0.710526316,0.605263158,0.710526316,0.631578947,0.868421053,0.578947368,0.684210526,0.736842105,0.736842105,0.868421053,0.736842105,0.736842105,0.815789474,0.684210526,0.473684211
SRB,0.315789474,0.368421053,0.289473684,0.368421053,0.263157895,0.5,0.447368421,0.578947368,0.421052632,0.421052632,0.552631579,0.394736842,0.421052632,0.736842105,0.605263158,0.210526316
SYC,0.421052632,0.447368421,0.421052632,0.473684211,0.368421053,0.526315789,0.368421053,0.5,0.526315789,0.5,0.552631579,0.526315789,0.526315789,0.684210526,0.657894737,0.473684211
SLE,0.684210526,0.710526316,0.605263158,0.710526316,0.605263158,0.763157895,0.447368421,0.736842105,0.710526316,0.710526316,0.842105263,0.710526316,0.736842105,0.815789474,0.684210526,0.5
SGP,0.684210526,0.710526316,0.605263158,0.710526316,0.605263158,0.842105263,0.605263158,0.684210526,0.710526316,0.736842105,0.842105263,0.736842105,0.736842105,0.842105263,0.684210526,0.5
SVK,0.736842105,0.763157895,0.657894737,0.763157895,0.631578947,0.894736842,0.657894737,0.763157895,0.763157895,0.789473684,0.921052632,0.789473684,0.763157895,0.842105263,0.684210526,0.5
SVN,0.657894737,0.710526316,0.631578947,0.710526316,0.578947368,0.842105263,0.631578947,0.736842105,0.736842105,0.763157895,0.842105263,0.763157895,0.763157895,0.842105263,0.657894737,0.5
SLB,0.526315789,0.5,0.447368421,0.552631579,0.447368421,0.657894737,0.447368421,0.526315789,0.526315789,0.526315789,0.631578947,0.526315789,0.526315789,0.710526316,0.657894737,0.5
SOM,0.394736842,0.421052632,0.342105263,0.421052632,0.342105263,0.578947368,0.342105263,0.421052632,0.421052632,0.421052632,0.552631579,0.447368421,0.421052632,0.526315789,0.394736842,0.236842105
ZAF,0.736842105,0.736842105,0.631578947,0.736842105,0.657894737,0.868421053,0.631578947,0.710526316,0.736842105,0.736842105,0.842105263,0.736842105,0.736842105,0.815789474,0.684210526,0.5
ESP,0.736842105,0.763157895,0.657894737,0.763157895,0.657894737,0.894736842,0.657894737,0.736842105,0.763157895,0.763157895,0.894736842,0.763157895,0.763157895,0.842105263,0.684210526,0.526315789
LKA,0.684210526,0.710526316,0.605263158,0.710526316,0.605263158,0.842105263,0.605263158,0.736842105,0.736842105,0.736842105,0.868421053,0.736842105,0.736842105,0.815789474,0.684210526,0.5
SDN,0.710526316,0.763157895,0.631578947,0.736842105,0.657894737,0.763157895,0.447368421,0.526315789,0.526315789,0.526315789,0.631578947,0.552631579,0.526315789,0.605263158,0.473684211,0.289473684
SUR,0.657894737,0.710526316,0.605263158,0.710526316,0.631578947,0.894736842,0.631578947,0.815789474,0.736842105,0.789473684,0.842105263,0.763157895,0.736842105,0.815789474,0.684210526,0.5
SWZ,0.657894737,0.684210526,0.578947368,0.710526316,0.631578947,0.894736842,0.631578947,0.763157895,0.736842105,0.763157895,0.868421053,0.763157895,0.736842105,0.815789474,0.684210526,0.5
SWE,0.684210526,0.710526316,0.605263158,0.710526316,0.605263158,0.868421053,0.631578947,0.736842105,0.736842105,0.763157895,0.921052632,0.789473684,0.789473684,0.868421053,0.684210526,0.5
CHE,0.684210526,0.736842105,0.605263158,0.736842105,0.631578947,0.868421053,0.631578947,0.736842105,0.763157895,0.789473684,0.894736842,0.789473684,0.789473684,0.868421053,0.684210526,0.5
SYR,0.710526316,0.684210526,0.578947368,0.684210526,0.605263158,0.868421053,0.605263158,0.710526316,0.736842105,0.763157895,0.894736842,0.789473684,0.763157895,0.842105263,0.684210526,0.315789474
TJK,0.552631579,0.5,0.552631579,0.684210526,0.631578947,0.868421053,0.631578947,0.736842105,0.736842105,0.763157895,0.894736842,0.763157895,0.789473684,0.842105263,0.710526316,0.5
TZA,0.710526316,0.763157895,0.631578947,0.736842105,0.657894737,0.842105263,0.631578947,0.736842105,0.763157895,0.789473684,0.868421053,0.736842105,0.736842105,0.842105263,0.684210526,0.315789474
THA,0.736842105,0.736842105,0.631578947,0.736842105,0.631578947,0.842105263,0.605263158,0.710526316,0.710526316,0.736842105,0.894736842,0.736842105,0.736842105,0.815789474,0.684210526,0.289473684
TLS,0.289473684,0.263157895,0.263157895,0.263157895,0.263157895,0.368421053,0.263157895,0.394736842,0.394736842,0.368421053,0.421052632,0.368421053,0.394736842,0.578947368,0.552631579,0.368421053
TGO,0.526315789,0.578947368,0.447368421,0.763157895,0.631578947,0.868421053,0.631578947,0.710526316,0.710526316,0.736842105,0.842105263,0.789473684,0.789473684,0.842105263,0.684210526,0.5
TON,0.473684211,0.447368421,0.421052632,0.5,0.447368421,0.605263158,0.447368421,0.5,0.526315789,0.526315789,0.578947368,0.5,0.5,0.763157895,0.684210526,0.5
TTO,0.710526316,0.736842105,0.631578947,0.736842105,0.657894737,0.921052632,0.657894737,0.789473684,0.736842105,0.815789474,0.868421053,0.736842105,0.736842105,0.815789474,0.684210526,0.5
TUN,0.763157895,0.763157895,0.684210526,0.763157895,0.657894737,0.921052632,0.657894737,0.736842105,0.736842105,0.789473684,0.868421053,0.789473684,0.763157895,0.868421053,0.684210526,0.5
TUR,0.763157895,0.736842105,0.657894737,0.789473684,0.657894737,0.868421053,0.631578947,0.736842105,0.763157895,0.763157895,0.894736842,0.763157895,0.763157895,0.868421053,0.684210526,0.5
TKM,0.473684211,0.5,0.552631579,0.684210526,0.631578947,0.894736842,0.631578947,0.710526316,0.710526316,0.736842105,0.842105263,0.736842105,0.736842105,0.789473684,0.657894737,0.473684211
TUV,0.342105263,0.315789474,0.289473684,0.315789474,0.289473684,0.447368421,0.289473684,0.368421053,0.394736842,0.394736842,0.5,0.394736842,0.394736842,0.473684211,0.394736842,0.236842105
UGA,0.736842105,0.736842105,0.605263158,0.710526316,0.631578947,0.868421053,0.657894737,0.736842105,0.763157895,0.763157895,0.842105263,0.789473684,0.736842105,0.842105263,0.710526316,0.5
UKR,0.710526316,0.736842105,0.605263158,0.763157895,0.657894737,0.921052632,0.657894737,0.789473684,0.763157895,0.789473684,0.894736842,0.789473684,0.789473684,0.868421053,0.684210526,0.5
ARE,0.736842105,0.736842105,0.631578947,0.736842105,0.657894737,0.894736842,0.631578947,0.736842105,0.736842105,0.736842105,0.868421053,0.736842105,0.736842105,0.815789474,0.710526316,0.5
GBR,0.736842105,0.736842105,0.631578947,0.736842105,0.631578947,0.868421053,0.631578947,0.736842105,0.736842105,0.763157895,0.894736842,0.763157895,0.763157895,0.842105263,0.657894737,0.473684211
USA,0.736842105,0.736842105,0.605263158,0.736842105,0.631578947,0.868421053,0.631578947,0.736842105,0.763157895,0.789473684,0.921052632,0.763157895,0.789473684,0.868421053,0.684210526,0.5
URY,0.710526316,0.736842105,0.605263158,0.736842105,0.631578947,0.868421053,0.605263158,0.736842105,0.710526316,0.736842105,0.842105263,0.763157895,0.763157895,0.842105263,0.684210526,0.315789474
UZB,0.552631579,0.578947368,0.552631579,0.736842105,0.657894737,0.894736842,0.657894737,0.763157895,0.736842105,0.763157895,0.868421053,0.789473684,0.763157895,0.842105263,0.710526316,0.473684211
VUT,0.5,0.5,0.447368421,0.552631579,0.473684211,0.657894737,0.473684211,0.552631579,0.552631579,0.552631579,0.605263158,0.526315789,0.552631579,0.763157895,0.684210526,0.5
VEN,0.736842105,0.763157895,0.657894737,0.763157895,0.657894737,0.921052632,0.631578947,0.736842105,0.736842105,0.789473684,0.842105263,0.736842105,0.736842105,0.789473684,0.684210526,0.315789474
VNM,0.736842105,0.763157895,0.684210526,0.789473684,0.631578947,0.868421053,0.631578947,0.710526316,0.736842105,0.789473684,0.894736842,0.789473684,0.763157895,0.815789474,0.684210526,0.315789474
YEM,0.710526316,0.763157895,0.657894737,0.710526316,0.631578947,0.868421053,0.605263158,0.710526316,0.736842105,0.763157895,0.921052632,0.763157895,0.763157895,0.815789474,0.684210526,0.5
ZMB,0.736842105,0.736842105,0.605263158,0.736842105,0.631578947,0.868421053,0.631578947,0.736842105,0.710526316,0.736842105,0.842105263,0.736842105,0.763157895,0.815789474,0.684210526,0.5
ZWE,0.710526316,0.736842105,0.657894737,0.736842105,0.657894737,0.868421053,0.631578947,0.736842105,0.736842105,0.684210526,0.815789474,0.684210526,0.684210526,0.763157895,0.605263158,0.421052632
